Time/s,Azimuth/deg,Zenith/deg
39251,332.8,44.38
39252,335,45.315
39253,326.77,42.283
39254,329.22,43.36
39255,331.54,44.391
39256,333.73,45.378
39257,325.51,42.181
39258,327.96,43.316
39259,330.27,44.401
39260,332.46,45.441
39261,324.24,42.08
39262,326.7,43.273
39263,329,44.412
39264,331.18,45.502
39265,322.98,41.98
39266,325.44,43.229
39267,327.74,44.422
39268,329.9,45.562
39269,321.72,41.88
39270,324.18,43.186
39271,326.47,44.431
39272,328.63,45.622
39273,320.46,41.781
39274,322.92,43.143
39275,325.2,44.441
39276,327.34,45.681
39277,319.2,41.683
39278,321.66,43.101
39279,323.93,44.45
39280,326.06,45.739
39281,317.95,41.586
39282,320.4,43.059
39283,322.66,44.46
39284,324.78,45.796
39285,316.7,41.49
39286,319.14,43.017
39287,321.39,44.468
39288,323.49,45.852
39289,315.45,41.395
39290,317.88,42.976
39291,320.12,44.477
39292,322.21,45.907
39293,314.2,41.301
39294,316.62,42.936
39295,318.85,44.485
39296,320.92,45.961
39297,312.96,41.209
39298,315.37,42.895
39299,317.58,44.493
39300,319.63,46.014
39301,311.71,41.117
39302,314.11,42.855
39303,316.31,44.501
39304,318.33,46.065
39305,310.47,41.027
39306,312.86,42.816
39307,315.03,44.508
39308,317.04,46.116
39309,309.23,40.937
39310,311.61,42.777
39311,313.76,44.515
39312,315.74,46.165
39313,308,40.85
39314,310.35,42.739
39315,312.49,44.522
39316,314.45,46.213
39317,306.76,40.763
39318,309.1,42.701
39319,311.21,44.528
39320,313.15,46.26
39321,305.53,40.678
39322,307.85,42.663
39323,309.94,44.534
39324,311.85,46.306
39325,304.3,40.595
39326,306.6,42.627
39327,308.66,44.54
39328,310.55,46.351
39329,303.07,40.512
39330,305.35,42.59
39331,307.39,44.545
39332,309.24,46.394
39333,301.85,40.432
39334,304.1,42.555
39335,306.11,44.549
39336,307.94,46.436
39337,300.62,40.353
39338,302.85,42.519
39339,304.84,44.554
39340,306.63,46.476
39341,299.4,40.276
39342,301.6,42.485
39343,303.56,44.558
39344,305.33,46.515
39345,298.18,40.2
39346,300.35,42.451
39347,302.28,44.561
39348,304.02,46.553
39349,296.96,40.126
39350,299.11,42.418
39351,301,44.564
39352,302.71,46.589
39353,295.75,40.054
39354,297.86,42.385
39355,299.72,44.567
39356,301.4,46.624
39357,294.54,39.983
39358,296.62,42.353
39359,298.45,44.569
39360,300.09,46.657
39361,293.33,39.915
39362,295.37,42.321
39363,297.17,44.57
39364,298.77,46.689
39365,292.12,39.848
39366,294.13,42.29
39367,295.89,44.572
39368,297.46,46.719
39369,290.91,39.783
39370,292.88,42.26
39371,294.61,44.572
39372,296.14,46.748
39373,289.7,39.72
39374,291.64,42.231
39375,293.33,44.572
39376,294.83,46.775
39377,288.5,39.659
39378,290.4,42.202
39379,292.05,44.572
39380,293.51,46.8
39381,287.3,39.6
39382,289.15,42.174
39383,290.76,44.571
39384,292.19,46.824
39385,286.1,39.543
39386,287.91,42.146
39387,289.48,44.57
39388,290.87,46.847
39389,284.9,39.488
39390,286.67,42.119
39391,288.2,44.568
39392,289.55,46.867
39393,283.7,39.435
39394,285.43,42.093
39395,286.92,44.566
39396,288.23,46.886
39397,282.51,39.385
39398,284.19,42.068
39399,285.64,44.563
39400,286.91,46.904
39401,281.32,39.336
39402,282.95,42.043
39403,284.35,44.56
39404,285.58,46.92
39405,280.13,39.29
39406,281.71,42.019
39407,283.07,44.556
39408,284.26,46.934
39409,278.94,39.245
39410,280.48,41.996
39411,281.79,44.551
39412,282.93,46.946
39413,277.75,39.203
39414,279.24,41.974
39415,280.5,44.546
39416,281.61,46.957
39417,276.56,39.164
39418,278,41.952
39419,279.22,44.54
39420,280.28,46.965
39421,275.38,39.126
39422,276.76,41.931
39423,277.94,44.534
39424,278.95,46.973
39425,274.19,39.091
39426,275.53,41.911
39427,276.65,44.528
39428,277.62,46.978
39429,273.01,39.058
39430,274.29,41.892
39431,275.37,44.52
39432,276.29,46.982
39433,271.83,39.027
39434,273.05,41.873
39435,274.08,44.512
39436,274.97,46.984
39437,270.65,38.999
39438,271.82,41.855
39439,272.8,44.504
39440,273.64,46.984
39441,269.47,38.973
39442,270.58,41.838
39443,271.51,44.495
39444,272.3,46.982
39445,268.29,38.949
39446,269.35,41.822
39447,270.23,44.485
39448,270.97,46.979
39449,267.11,38.928
39450,268.11,41.807
39451,268.94,44.475
39452,269.64,46.974
39453,265.94,38.909
39454,266.88,41.792
39455,267.66,44.465
39456,268.31,46.967
39457,264.76,38.892
39458,265.65,41.778
39459,266.37,44.453
39460,266.98,46.958
39461,263.59,38.878
39462,264.41,41.765
39463,265.08,44.441
39464,265.64,46.947
39465,262.41,38.866
39466,263.18,41.753
39467,263.8,44.429
39468,264.31,46.935
39469,261.24,38.857
39470,261.95,41.741
39471,262.51,44.416
39472,262.98,46.921
39473,260.07,38.85
39474,260.71,41.73
39475,261.23,44.402
39476,261.64,46.905
39477,258.89,38.845
39478,259.48,41.72
39479,259.94,44.388
39480,260.31,46.887
39481,257.72,38.842
39482,258.25,41.711
39483,258.65,44.373
39484,258.97,46.868
39485,256.55,38.842
39486,257.01,41.703
39487,257.37,44.358
39488,257.64,46.846
39489,255.38,38.845
39490,255.78,41.695
39491,256.08,44.342
39492,256.31,46.823
39493,254.21,38.849
39494,254.55,41.688
39495,254.79,44.325
39496,254.97,46.798
39497,253.04,38.856
39498,253.32,41.682
39499,253.51,44.308
39500,253.64,46.771
39501,251.87,38.866
39502,252.09,41.677
39503,252.22,44.291
39504,252.3,46.743
39505,250.7,38.877
39506,250.85,41.672
39507,250.94,44.272
39508,250.97,46.712
39509,249.53,38.891
39510,249.62,41.669
39511,249.65,44.253
39512,249.63,46.68
39513,248.36,38.907
39514,248.39,41.666
39515,248.36,44.234
39516,248.3,46.646
39517,247.19,38.926
39518,247.16,41.663
39519,247.08,44.214
39520,246.96,46.611
39521,246.02,38.947
39522,245.93,41.662
39523,245.79,44.194
39524,245.63,46.573
39525,244.85,38.969
39526,244.7,41.661
39527,244.51,44.172
39528,244.29,46.534
39529,243.68,38.995
39530,243.46,41.661
39531,243.22,44.151
39532,242.96,46.493
39533,242.51,39.022
39534,242.23,41.662
39535,241.94,44.129
39536,241.63,46.451
39537,241.33,39.051
39538,241,41.664
39539,240.65,44.106
39540,240.29,46.406
39541,240.16,39.083
39542,239.77,41.666
39543,239.37,44.083
39544,238.96,46.36
39545,238.99,39.116
39546,238.53,41.669
39547,238.08,44.059
39548,237.63,46.313
39549,237.81,39.152
39550,237.3,41.673
39551,236.8,44.035
39552,236.29,46.263
39553,236.64,39.19
39554,236.07,41.677
39555,235.51,44.01
39556,234.96,46.212
39557,235.46,39.23
39558,234.84,41.682
39559,234.23,43.984
39560,233.63,46.16
39561,234.29,39.271
39562,233.6,41.688
39563,232.94,43.959
39564,232.3,46.105
39565,233.11,39.315
39566,232.37,41.695
39567,231.66,43.932
39568,230.97,46.049
39569,231.93,39.361
39570,231.14,41.702
39571,230.38,43.906
39572,229.64,45.992
39573,230.75,39.408
39574,229.9,41.71
39575,229.09,43.878
39576,228.31,45.933
39577,229.57,39.457
39578,228.67,41.718
39579,227.81,43.85
39580,226.98,45.872
39581,228.39,39.508
39582,227.44,41.727
39583,226.53,43.822
39584,225.65,45.81
39585,227.21,39.561
39586,226.2,41.737
39587,225.24,43.793
39588,224.33,45.746
39589,226.03,39.615
39590,224.97,41.748
39591,223.96,43.764
39592,223,45.681
39593,224.84,39.672
39594,223.73,41.759
39595,222.68,43.735
39596,221.67,45.615
39597,223.66,39.729
39598,222.5,41.77
39599,221.4,43.705
39600,220.35,45.547
39601,222.47,39.789
39602,221.26,41.782
39603,220.12,43.674
39604,219.02,45.477
39605,221.28,39.85
39606,220.03,41.795
39607,218.84,43.643
39608,217.7,45.406
39609,220.09,39.912
39610,218.79,41.809
39611,217.56,43.612
39612,216.38,45.334
39613,218.9,39.976
39614,217.55,41.822
39615,216.28,43.581
39616,215.06,45.26
39617,217.7,40.042
39618,216.32,41.837
39619,215,43.549
39620,213.74,45.185
39621,216.51,40.108
39622,215.08,41.852
39623,213.72,43.516
39624,212.42,45.109
39625,215.31,40.176
39626,213.84,41.867
39627,212.44,43.483
39628,211.1,45.031
39629,214.12,40.246
39630,212.6,41.884
39631,211.16,43.45
39632,209.78,44.953
39633,212.92,40.316
39634,211.36,41.9
39635,209.89,43.417
39636,208.47,44.873
39637,211.71,40.388
39638,210.13,41.917
39639,208.61,43.383
39640,207.15,44.791
39641,210.51,40.461
39642,208.89,41.934
39643,207.33,43.349
39644,205.84,44.709
39645,209.31,40.535
39646,207.65,41.952
39647,206.06,43.315
39648,204.53,44.626
39649,208.1,40.61
39650,206.41,41.971
39651,204.78,43.28
39652,203.22,44.541
39653,206.89,40.686
39654,205.16,41.99
39655,203.5,43.245
39656,201.91,44.456
39657,205.68,40.763
39658,203.92,42.009
39659,202.23,43.21
39660,200.6,44.369
39661,204.47,40.841
39662,202.68,42.028
39663,200.96,43.174
39664,199.29,44.281
39665,203.26,40.919
39666,201.44,42.048
39667,199.68,43.139
39668,197.98,44.193
39669,202.04,40.999
39670,200.19,42.069
39671,198.41,43.103
39672,196.68,44.103
39673,200.82,41.079
39674,198.95,42.089
39675,197.14,43.067
39676,195.38,44.013
39677,199.6,41.16
39678,197.71,42.11
39679,195.87,43.031
39680,194.07,43.922
39681,198.38,41.242
39682,196.46,42.132
39683,194.59,42.994
39684,192.77,43.83
39685,197.16,41.324
39686,195.22,42.153
39687,193.32,42.957
39688,191.48,43.737
39689,195.93,41.407
39690,193.97,42.175
39691,192.05,42.921
39692,190.18,43.644
39693,194.71,41.49
39694,192.72,42.197
39695,190.78,42.884
39696,188.88,43.55
39697,193.48,41.574
39698,191.48,42.22
39699,189.52,42.847
39700,187.59,43.455
39701,192.24,41.658
39702,190.23,42.242
39703,188.25,42.81
39704,186.3,43.359
39705,191.01,41.742
39706,188.98,42.265
39707,186.98,42.772
39708,185.01,43.263
39709,189.78,41.827
39710,187.73,42.288
39711,185.71,42.735
39712,183.72,43.167
39713,188.54,41.912
39714,186.48,42.312
39715,184.45,42.698
39716,182.43,43.07
39717,187.3,41.997
39718,185.23,42.335
39719,183.18,42.66
39720,181.15,42.972
39721,186.06,42.083
39722,183.98,42.359
39723,181.92,42.623
39724,179.86,42.875
39725,184.82,42.169
39726,182.73,42.383
39727,180.65,42.585
39728,178.58,42.776
39729,183.57,42.254
39730,181.48,42.407
39731,179.39,42.548
39732,177.3,42.678
39733,182.32,42.34
39734,180.23,42.431
39735,178.12,42.51
39736,176.02,42.579
39737,181.08,42.426
39738,178.97,42.455
39739,176.86,42.473
39740,174.75,42.48
39741,179.83,42.511
39742,177.72,42.479
39743,175.6,42.436
39744,173.47,42.381
39745,178.57,42.597
39746,176.46,42.503
39747,174.34,42.398
39748,172.2,42.282
39749,177.32,42.682
39750,175.21,42.528
39751,173.08,42.361
39752,170.93,42.182
39753,176.06,42.767
39754,173.95,42.552
39755,171.82,42.324
39756,169.66,42.083
39757,174.8,42.852
39758,172.7,42.576
39759,170.56,42.287
39760,168.39,41.983
39761,173.54,42.937
39762,171.44,42.601
39763,169.3,42.25
39764,167.13,41.884
39765,172.28,43.021
39766,170.18,42.625
39767,168.04,42.213
39768,165.86,41.785
39769,171.02,43.105
39770,168.92,42.65
39771,166.79,42.177
39772,164.6,41.686
39773,169.75,43.188
39774,167.67,42.674
39775,165.53,42.14
39776,163.34,41.587
39777,168.48,43.271
39778,166.41,42.698
39779,164.28,42.104
39780,162.09,41.488
39781,167.21,43.354
39782,165.15,42.722
39783,163.02,42.068
39784,160.83,41.39
39785,165.94,43.435
39786,163.89,42.747
39787,161.77,42.032
39788,159.58,41.292
39789,164.67,43.517
39790,162.62,42.771
39791,160.51,41.997
39792,158.33,41.194
39793,163.39,43.598
39794,161.36,42.794
39795,159.26,41.962
39796,157.08,41.097
39797,162.12,43.678
39798,160.1,42.818
39799,158.01,41.927
39800,155.83,41.001
39801,160.84,43.757
39802,158.84,42.842
39803,156.76,41.892
39804,154.59,40.905
39805,159.56,43.835
39806,157.57,42.865
39807,155.51,41.858
39808,153.34,40.809
39809,158.28,43.913
39810,156.31,42.889
39811,154.26,41.823
39812,152.1,40.715
39813,156.99,43.99
39814,155.05,42.912
39815,153.01,41.79
39816,150.86,40.62
39817,155.71,44.066
39818,153.78,42.935
39819,151.76,41.756
39820,149.63,40.527
39821,154.42,44.142
39822,152.51,42.957
39823,150.51,41.723
39824,148.39,40.435
39825,153.13,44.216
39826,151.25,42.98
39827,149.26,41.691
39828,147.16,40.343
39829,151.84,44.289
39830,149.98,43.002
39831,148.02,41.658
39832,145.93,40.252
39833,150.55,44.361
39834,148.71,43.024
39835,146.77,41.627
39836,144.7,40.163
39837,149.26,44.433
39838,147.44,43.046
39839,145.52,41.595
39840,143.47,40.074
39841,147.96,44.503
39842,146.18,43.067
39843,144.28,41.564
39844,142.25,39.986
39845,146.67,44.572
39846,144.91,43.088
39847,143.03,41.534
39848,141.03,39.9
39849,145.37,44.64
39850,143.64,43.109
39851,141.79,41.504
39852,139.81,39.814
39853,144.07,44.707
39854,142.37,43.13
39855,140.55,41.474
39856,138.59,39.73
39857,142.77,44.772
39858,141.1,43.15
39859,139.31,41.445
39860,137.37,39.647
39861,141.47,44.837
39862,139.83,43.17
39863,138.06,41.417
39864,136.16,39.565
39865,140.17,44.9
39866,138.55,43.189
39867,136.82,41.389
39868,134.94,39.485
39869,138.86,44.962
39870,137.28,43.208
39871,135.58,41.361
39872,133.73,39.406
39873,137.56,45.022
39874,136.01,43.227
39875,134.34,41.334
39876,132.52,39.329
39877,136.25,45.081
39878,134.74,43.245
39879,133.1,41.308
39880,131.32,39.253
39881,134.94,45.139
39882,133.46,43.263
39883,131.86,41.282
39884,130.11,39.178
39885,133.63,45.196
39886,132.19,43.281
39887,130.62,41.257
39888,128.91,39.106
39889,132.32,45.251
39890,130.91,43.298
39891,129.39,41.232
39892,127.71,39.034
39893,131.01,45.304
39894,129.64,43.315
39895,128.15,41.208
39896,126.51,38.965
39897,129.7,45.356
39898,128.36,43.331
39899,126.91,41.185
39900,125.31,38.897
39901,128.39,45.407
39902,127.09,43.347
39903,125.68,41.162
39904,124.11,38.831
39905,127.07,45.456
39906,125.81,43.362
39907,124.44,41.14
39908,122.92,38.767
39909,125.76,45.504
39910,124.54,43.377
39911,123.2,41.119
39912,121.73,38.705
39913,124.44,45.55
39914,123.26,43.391
39915,121.97,41.098
39916,120.54,38.644
39917,123.12,45.594
39918,121.98,43.405
39919,120.73,41.078
39920,119.35,38.586
39921,121.8,45.637
39922,120.7,43.419
39923,119.5,41.059
39924,118.16,38.529
39925,120.48,45.678
39926,119.43,43.432
39927,118.27,41.04
39928,116.97,38.474
39929,119.16,45.718
39930,118.15,43.444
39931,117.03,41.023
39932,115.79,38.422
39933,117.84,45.756
39934,116.87,43.456
39935,115.8,41.005
39936,114.6,38.371
39937,116.52,45.792
39938,115.59,43.467
39939,114.57,40.989
39940,113.42,38.323
39941,115.2,45.827
39942,114.31,43.478
39943,113.34,40.973
39944,112.24,38.277
39945,113.88,45.86
39946,113.03,43.489
39947,112.1,40.958
39948,111.06,38.233
39949,112.55,45.891
39950,111.75,43.499
39951,110.87,40.944
39952,109.88,38.191
39953,111.23,45.921
39954,110.47,43.508
39955,109.64,40.931
39956,108.7,38.151
39957,109.91,45.948
39958,109.2,43.517
39959,108.41,40.918
39960,107.52,38.114
39961,108.58,45.974
39962,107.92,43.525
39963,107.18,40.906
39964,106.35,38.079
39965,107.25,45.999
39966,106.63,43.532
39967,105.95,40.895
39968,105.17,38.046
39969,105.93,46.021
39970,105.35,43.54
39971,104.72,40.885
39972,104,38.015
39973,104.6,46.042
39974,104.07,43.546
39975,103.49,40.875
39976,102.82,37.987
39977,103.27,46.061
39978,102.79,43.552
39979,102.26,40.866
39980,101.65,37.961
39981,101.95,46.078
39982,101.51,43.557
39983,101.03,40.858
39984,100.48,37.938
39985,100.62,46.093
39986,100.23,43.562
39987,99.8,40.851
39988,99.309,37.917
39989,99.291,46.107
39990,98.95,43.566
39991,98.57,40.845
39992,98.138,37.898
39993,97.963,46.119
39994,97.669,43.57
39995,97.341,40.839
39996,96.968,37.882
39997,96.634,46.129
39998,96.387,43.573
39999,96.112,40.835
40000,95.798,37.868
40001,95.306,46.137
40002,95.106,43.576
40003,94.883,40.831
40004,94.629,37.857
40005,93.977,46.143
40006,93.824,43.578
40007,93.654,40.828
40008,93.459,37.848
40009,92.648,46.148
40010,92.543,43.579
40011,92.425,40.825
40012,92.29,37.841
40013,91.319,46.15
40014,91.261,43.58
40015,91.196,40.824
40016,91.121,37.838
40017,89.99,46.151
40018,89.98,43.58
40019,89.968,40.823
40020,89.953,37.836
40021,88.661,46.15
40022,88.698,43.579
40023,88.739,40.823
40024,88.784,37.837
40025,87.332,46.147
40026,87.416,43.578
40027,87.51,40.824
40028,87.615,37.84
40029,86.003,46.143
40030,86.135,43.577
40031,86.281,40.826
40032,86.446,37.846
40033,84.674,46.136
40034,84.853,43.574
40035,85.052,40.829
40036,85.277,37.855
40037,83.345,46.128
40038,83.572,43.572
40039,83.823,40.832
40040,84.108,37.865
40041,82.016,46.118
40042,82.291,43.568
40043,82.594,40.837
40044,82.938,37.879
40045,80.688,46.106
40046,81.009,43.564
40047,81.365,40.842
40048,81.768,37.894
40049,79.36,46.092
40050,79.728,43.56
40051,80.136,40.848
40052,80.597,37.912
40053,78.032,46.076
40054,78.447,43.555
40055,78.906,40.854
40056,79.426,37.933
40057,76.704,46.059
40058,77.166,43.549
40059,77.677,40.862
40060,78.255,37.956
40061,75.377,46.04
40062,75.885,43.543
40063,76.447,40.87
40064,77.082,37.981
40065,74.05,46.019
40066,74.605,43.536
40067,75.217,40.879
40068,75.909,38.008
40069,72.724,45.996
40070,73.324,43.528
40071,73.987,40.889
40072,74.736,38.038
40073,71.398,45.972
40074,72.044,43.52
40075,72.757,40.9
40076,73.561,38.071
40077,70.073,45.945
40078,70.764,43.512
40079,71.526,40.911
40080,72.385,38.105
40081,68.748,45.917
40082,69.484,43.503
40083,70.295,40.924
40084,71.209,38.142
40085,67.423,45.888
40086,68.204,43.493
40087,69.064,40.937
40088,70.031,38.181
40089,66.1,45.856
40090,66.924,43.483
40091,67.832,40.95
40092,68.853,38.223
40093,64.777,45.823
40094,65.645,43.472
40095,66.601,40.965
40096,67.673,38.266
40097,63.454,45.788
40098,64.366,43.461
40099,65.368,40.98
40100,66.492,38.312
40101,62.132,45.752
40102,63.088,43.449
40103,64.136,40.996
40104,65.31,38.36
40105,60.811,45.713
40106,61.809,43.437
40107,62.903,41.013
40108,64.126,38.41
40109,59.491,45.674
40110,60.531,43.424
40111,61.67,41.03
40112,62.941,38.462
40113,58.172,45.632
40114,59.253,43.411
40115,60.436,41.049
40116,61.755,38.516
40117,56.853,45.589
40118,57.976,43.397
40119,59.202,41.068
40120,60.567,38.572
40121,55.536,45.544
40122,56.698,43.383
40123,57.968,41.087
40124,59.378,38.63
40125,54.219,45.498
40126,55.422,43.368
40127,56.733,41.107
40128,58.188,38.69
40129,52.903,45.45
40130,54.145,43.353
40131,55.498,41.128
40132,56.995,38.751
40133,51.588,45.401
40134,52.869,43.337
40135,54.262,41.15
40136,55.801,38.815
40137,50.274,45.35
40138,51.593,43.321
40139,53.026,41.172
40140,54.606,38.881
40141,48.961,45.298
40142,50.318,43.305
40143,51.789,41.195
40144,53.409,38.948
40145,47.65,45.244
40146,49.043,43.288
40147,50.552,41.219
40148,52.21,39.017
40149,46.339,45.189
40150,47.768,43.27
40151,49.314,41.243
40152,51.009,39.088
40153,45.029,45.132
40154,46.494,43.252
40155,48.076,41.268
40156,49.807,39.16
40157,43.721,45.074
40158,45.221,43.234
40159,46.837,41.293
40160,48.602,39.234
40161,42.414,45.014
40162,43.947,43.215
40163,45.598,41.319
40164,47.396,39.309
40165,41.108,44.954
40166,42.675,43.196
40167,44.358,41.345
40168,46.188,39.386
40169,39.803,44.891
40170,41.402,43.177
40171,43.118,41.372
40172,44.979,39.465
40173,38.5,44.828
40174,40.13,43.157
40175,41.877,41.4
40176,43.767,39.544
40177,37.198,44.763
40178,38.859,43.137
40179,40.635,41.428
40180,42.553,39.626
40181,35.897,44.698
40182,37.588,43.116
40183,39.393,41.457
40184,41.338,39.708
40185,34.598,44.63
40186,36.318,43.095
40187,38.15,41.486
40188,40.12,39.792
40189,33.3,44.562
40190,35.048,43.074
40191,36.907,41.516
40192,38.9,39.877
40193,32.003,44.493
40194,33.779,43.053
40195,35.663,41.546
40196,37.679,39.963
40197,30.708,44.422
40198,32.51,43.031
40199,34.418,41.576
40200,36.455,40.05
40201,29.415,44.351
40202,31.242,43.009
40203,33.173,41.607
40204,35.23,40.139
40205,28.123,44.278
40206,29.974,42.987
40207,31.927,41.639
40208,34.002,40.228
40209,26.832,44.204
40210,28.707,42.964
40211,30.681,41.671
40212,32.772,40.318
40213,25.543,44.13
40214,27.44,42.941
40215,29.434,41.703
40216,31.54,40.41
40217,24.256,44.054
40218,26.174,42.918
40219,28.186,41.735
40220,30.307,40.502
40221,22.97,43.978
40222,24.908,42.895
40223,26.937,41.768
40224,29.071,40.595
40225,21.686,43.901
40226,23.643,42.871
40227,25.688,41.802
40228,27.833,40.688
40229,20.403,43.822
40230,22.379,42.848
40231,24.438,41.836
40232,26.593,40.783
40233,19.122,43.743
40234,21.115,42.824
40235,23.188,41.87
40236,25.351,40.878
40237,17.843,43.664
40238,19.852,42.8
40239,21.937,41.904
40240,24.107,40.973
40241,16.566,43.583
40242,18.589,42.776
40243,20.685,41.938
40244,22.861,41.07
40245,15.29,43.502
40246,17.327,42.752
40247,19.432,41.973
40248,21.613,41.166
40249,14.016,43.421
40250,16.066,42.727
40251,18.179,42.009
40252,20.362,41.263
40253,12.744,43.338
40254,14.805,42.703
40255,16.925,42.044
40256,19.11,41.361
40257,11.474,43.255
40258,13.545,42.678
40259,15.671,42.08
40260,17.856,41.459
40261,10.206,43.172
40262,12.285,42.653
40263,14.416,42.115
40264,16.6,41.557
40265,8.9389,43.088
40266,11.027,42.629
40267,13.16,42.151
40268,15.342,41.656
40269,7.6741,43.004
40270,9.7682,42.604
40271,11.903,42.188
40272,14.081,41.755
40273,6.4112,42.919
40274,8.5104,42.579
40275,10.646,42.224
40276,12.819,41.854
40277,5.1501,42.834
40278,7.2533,42.554
40279,9.3877,42.261
40280,11.555,41.953
40281,3.8909,42.749
40282,5.9968,42.53
40283,8.129,42.297
40284,10.289,42.052
40285,2.6336,42.663
40286,4.741,42.505
40287,6.8697,42.334
40288,9.0207,42.151
40289,1.3783,42.578
40290,3.4857,42.48
40291,5.6096,42.371
40292,7.7507,42.25
40293,0.12484,42.492
40294,2.2311,42.455
40295,4.3489,42.408
40296,6.4788,42.349
40297,358.87,42.406
40298,0.97713,42.431
40299,3.0875,42.445
40300,5.205,42.448
40301,357.62,42.32
40302,359.72,42.406
40303,1.8255,42.482
40304,3.9294,42.546
40305,356.38,42.233
40306,358.47,42.382
40307,0.56279,42.519
40308,2.6519,42.645
40309,355.13,42.147
40310,357.22,42.357
40311,359.3,42.556
40312,1.3726,42.743
40313,353.89,42.061
40314,355.97,42.333
40315,358.04,42.593
40316,0.0915,42.841
40317,352.65,41.975
40318,354.72,42.309
40319,356.77,42.63
40320,358.81,42.939
40321,351.41,41.89
40322,353.47,42.285
40323,355.51,42.667
40324,357.52,43.036
40325,350.17,41.804
40326,352.22,42.262
40327,354.24,42.704
40328,356.24,43.133
40329,348.93,41.719
40330,350.97,42.238
40331,352.97,42.741
40332,354.95,43.229
40333,347.7,41.634
40334,349.72,42.215
40335,351.71,42.778
40336,353.66,43.325
40337,346.47,41.549
40338,348.47,42.192
40339,350.44,42.815
40340,352.37,43.42
40341,345.24,41.465
40342,347.22,42.169
40343,349.17,42.852
40344,351.08,43.514
40345,344.01,41.381
40346,345.98,42.146
40347,347.9,42.888
40348,349.78,43.608
40349,342.78,41.298
40350,344.73,42.124
40351,346.63,42.925
40352,348.48,43.702
40353,341.56,41.215
40354,343.49,42.102
40355,345.36,42.961
40356,347.19,43.794
40357,340.34,41.133
40358,342.24,42.08
40359,344.09,42.997
40360,345.89,43.886
40361,339.12,41.051
40362,341,42.059
40363,342.82,43.033
40364,344.59,43.977
40365,337.9,40.97
40366,339.75,42.038
40367,341.55,43.069
40368,343.28,44.067
40369,336.68,40.89
40370,338.51,42.017
40371,340.27,43.105
40372,341.98,44.156
40373,335.47,40.811
40374,337.27,41.996
40375,339,43.14
40376,340.68,44.244
40377,334.25,40.733
40378,336.02,41.976
40379,337.73,43.175
40380,339.37,44.332
40381,333.04,40.655
40382,334.78,41.957
40383,336.45,43.21
40384,338.06,44.418
40385,331.83,40.579
40386,333.54,41.938
40387,335.18,43.245
40388,336.75,44.504
40389,330.63,40.503
40390,332.3,41.919
40391,333.9,43.279
40392,335.44,44.588
40393,329.42,40.429
40394,331.06,41.9
40395,332.63,43.313
40396,334.13,44.671
40397,328.22,40.355
40398,329.82,41.883
40399,331.35,43.347
40400,332.82,44.753
40401,327.01,40.283
40402,328.58,41.865
40403,330.07,43.38
40404,331.5,44.834
40405,325.81,40.212
40406,327.34,41.848
40407,328.8,43.413
40408,330.19,44.914
40409,324.62,40.142
40410,326.1,41.832
40411,327.52,43.446
40412,328.87,44.993
40413,323.42,40.073
40414,324.87,41.816
40415,326.24,43.479
40416,327.55,45.07
40417,322.22,40.006
40418,323.63,41.8
40419,324.96,43.511
40420,326.23,45.146
40421,321.03,39.94
40422,322.39,41.785
40423,323.68,43.542
40424,324.91,45.221
40425,319.84,39.875
40426,321.15,41.771
40427,322.4,43.574
40428,323.59,45.294
40429,318.65,39.812
40430,319.92,41.757
40431,321.12,43.605
40432,322.27,45.366
40433,317.46,39.751
40434,318.68,41.744
40435,319.84,43.635
40436,320.95,45.437
40437,316.27,39.691
40438,317.45,41.731
40439,318.56,43.665
40440,319.63,45.506
40441,315.08,39.632
40442,316.21,41.719
40443,317.28,43.695
40444,318.3,45.574
40445,313.9,39.575
40446,314.98,41.708
40447,316,43.724
40448,316.98,45.641
40449,312.71,39.52
40450,313.74,41.697
40451,314.72,43.753
40452,315.65,45.706
40453,311.53,39.467
40454,312.51,41.687
40455,313.43,43.782
40456,314.32,45.769
40457,310.35,39.415
40458,311.27,41.677
40459,312.15,43.809
40460,313,45.831
40461,309.17,39.365
40462,310.04,41.668
40463,310.87,43.837
40464,311.67,45.892
40465,307.99,39.317
40466,308.81,41.66
40467,309.59,43.864
40468,310.34,45.951
40469,306.81,39.271
40470,307.57,41.652
40471,308.3,43.89
40472,309.01,46.008
40473,305.63,39.227
40474,306.34,41.645
40475,307.02,43.917
40476,307.68,46.064
40477,304.46,39.185
40478,305.11,41.639
40479,305.74,43.942
40480,306.35,46.118
40481,303.28,39.144
40482,303.87,41.633
40483,304.45,43.967
40484,305.02,46.17
40485,302.11,39.106
40486,302.64,41.628
40487,303.17,43.992
40488,303.69,46.221
40489,300.93,39.07
40490,301.41,41.624
40491,301.88,44.016
40492,302.35,46.27
40493,299.76,39.035
40494,300.18,41.621
40495,300.6,44.039
40496,301.02,46.318
40497,298.59,39.003
40498,298.94,41.618
40499,299.31,44.062
40500,299.69,46.364
40501,297.41,38.973
40502,297.71,41.616
40503,298.03,44.084
40504,298.36,46.408
40505,296.24,38.945
40506,296.48,41.615
40507,296.74,44.106
40508,297.02,46.45
40509,295.07,38.919
40510,295.25,41.614
40511,295.46,44.128
40512,295.69,46.491
40513,293.9,38.896
40514,294.02,41.614
40515,294.17,44.148
40516,294.35,46.53
40517,292.73,38.875
40518,292.78,41.615
40519,292.89,44.169
40520,293.02,46.567
